Order ID,Product,Category,Region,Sales,Date
9bd16ef2,glass,Books,North,343.02,2024-04-10
8f3b23b3,woman,Books,North,239.62,2024-03-07
4c30991b,identify,Books,East,832.37,2024-03-25
454c32d6,performance,Electronics,North,515.19,2024-02-08
9623c886,ready,Clothing,East,127.44,2024-07-14
d052d7e6,yourself,Clothing,North,374.13,2024-03-08
a474150f,far,Furniture,East,680.81,2024-04-03
84cb38c5,it,Groceries,North,611.14,2024-03-17
284a3eb8,only,Clothing,East,526.05,2024-05-09
40a1699a,for,Electronics,East,575.74,2024-08-15
ac26230d,beautiful,Groceries,East,130.14,2024-10-12
89a72add,month,Electronics,West,573.7,2024-01-19
18112dc7,hope,Books,East,835.09,2024-06-10
9854398f,guy,Groceries,East,485.6,2024-11-10
f983b58d,local,Books,South,356.37,2024-01-07
0bc441db,child,Furniture,North,779.13,2024-08-31
a47a03a5,grow,Books,East,278.52,2024-06-15
93ea72d1,fire,Books,East,564.22,2024-09-10
c9148081,specific,Books,South,75.8,2024-05-30
22f43ddb,system,Clothing,West,613.26,2024-03-31
069a8673,sort,Clothing,South,798.54,2024-08-16
ec3f0b56,forget,Clothing,East,513.49,2024-02-01
2d29635a,agent,Books,West,599.63,2024-06-01
6448a7d8,despite,Electronics,North,95.36,2024-05-25
592f7891,page,Books,West,478.37,2024-06-09
38ff3393,above,Electronics,South,615.78,2024-07-05
23e3b185,while,Furniture,South,257.97,2024-03-27
ed4dcac4,few,Furniture,North,797.49,2024-04-21
c47f194a,world,Books,West,695.62,2024-07-14
ba47c11e,education,Furniture,East,312.4,2024-08-13
6ce14207,when,Groceries,North,619.31,2024-03-04
93c6e9ce,tell,Clothing,South,52.25,2024-04-26
3e0d6b28,not,Groceries,East,432.74,2024-06-15
ed057190,reflect,Groceries,South,69.14,2024-08-11
36540750,foreign,Furniture,East,107.62,2024-08-16
5f5553a2,responsibility,Groceries,North,864.56,2024-06-15
b9ab16f9,audience,Furniture,East,469.59,2024-03-03
ee296b86,different,Books,North,433.72,2024-09-12
28a329fd,future,Books,South,990.04,2024-01-01
2214d892,difficult,Groceries,East,142.85,2024-02-21
2dbf033b,opportunity,Clothing,South,595.72,2024-03-10
415b90d5,dinner,Clothing,South,673.58,2024-08-27
6c784511,five,Electronics,South,324.58,2024-05-19
baa23309,still,Groceries,East,205.61,2024-10-07
92c7a491,stuff,Groceries,South,210.17,2024-08-14
b2ff4ff5,teach,Electronics,East,219.1,2024-08-25
ca823984,nothing,Electronics,North,353.74,2024-04-20
0a316a92,media,Books,East,22.21,2024-03-26
c64d3694,travel,Clothing,East,436.24,2024-02-08
1253b050,thing,Groceries,South,604.36,2024-02-21
cc62bdf1,arm,Groceries,East,629.08,2024-03-18
ba7b80f5,once,Groceries,South,617.07,2024-11-15
428f0e90,tree,Clothing,North,958.6,2024-06-19
bb6a2164,point,Clothing,East,304.34,2024-11-02
3551bf34,smile,Clothing,West,925.74,2024-01-20
6d01fdf2,the,Furniture,West,62.13,2024-01-04
4b52e7a7,skin,Books,East,574.84,2024-08-01
c54e2351,whom,Clothing,East,754.13,2024-07-03
cfe3775d,image,Electronics,East,776.58,2024-05-16
ac8966f6,deal,Clothing,South,443.86,2024-08-09
e15ff1bd,study,Groceries,West,364.6,2024-02-22
f53e50fd,money,Books,North,771.61,2024-08-05
43d4d42c,prove,Groceries,West,269.16,2024-04-04
d6f08845,memory,Clothing,West,741.44,2024-07-01
7eaa09e9,learn,Clothing,South,263.1,2024-09-25
374e96f3,change,Electronics,East,871.75,2024-09-22
2246208f,fire,Clothing,North,501.09,2024-03-19
594ad2a5,both,Clothing,East,836.26,2024-11-03
7c61a8f1,late,Clothing,East,349.28,2024-07-04
f3040bc5,rich,Clothing,South,527.04,2024-02-08
5237bdb2,research,Clothing,North,64.1,2024-04-07
95e6539c,your,Furniture,North,797.05,2024-07-03
78a5ecf7,yourself,Furniture,South,386.35,2024-05-12
544559df,political,Groceries,West,581.04,2024-05-09
f511dab3,research,Books,South,492.07,2024-09-18
a4d4ac8f,economic,Clothing,South,517,2024-01-17
3aff21ef,together,Groceries,East,272.27,2024-07-26
971810d6,plan,Books,North,566.2,2024-08-12
44500c77,partner,Electronics,West,351.53,2024-02-27
4613bdc3,fly,Groceries,North,168.48,2024-01-30
0de1f6aa,visit,Clothing,South,589.47,2024-07-01
3a114ea1,body,Furniture,North,270.82,2024-11-13
4ed120c2,smile,Clothing,North,562.32,2024-05-12
00ef0a2b,argue,Electronics,South,206.76,2024-07-29
baeb2f99,turn,Books,West,509.55,2024-10-18
e129c8a2,set,Groceries,South,861.24,2024-02-23
e248c274,own,Clothing,South,844.27,2024-09-06
01ee2ccd,car,Books,South,353.06,2024-03-27
e8404fb4,down,Electronics,East,506.64,2024-01-22
2e296261,nice,Books,West,247.09,2024-07-28
5686967d,camera,Electronics,East,186.3,2024-05-08
579a1d93,difficult,Electronics,West,760.01,2024-04-01
840132ca,husband,Groceries,North,148.32,2024-04-29
9bc4bf04,store,Groceries,West,907.94,2024-07-03
eff8dfb4,ball,Groceries,North,619.73,2024-10-23
d693ed7d,drug,Groceries,North,181.59,2024-06-28
49fef5b5,both,Groceries,North,31.46,2024-04-29
7b4e2543,avoid,Clothing,East,220.71,2024-08-21
18506e03,American,Furniture,South,535.64,2024-03-31
f8afbbde,citizen,Furniture,South,121.44,2024-03-03
5f6f9880,ability,Groceries,South,174.42,2024-10-21
e55e7002,send,Electronics,West,510.6,2024-06-11
ed07f3fe,program,Electronics,South,277.94,2024-10-16
6b4661e5,owner,Electronics,North,219.48,2024-04-24
6d612884,black,Clothing,South,109.5,2024-07-07
f06449a0,break,Books,South,906.45,2024-03-28
32929f40,concern,Books,North,59.96,2024-09-24
fd9d1eb0,direction,Electronics,West,537.39,2024-11-07
9f0f82a1,enter,Furniture,North,68.66,2024-07-22
2709b9f2,stand,Clothing,South,562.6,2024-01-20
1edc10c4,reason,Groceries,South,923.4,2024-10-19
88ed86c9,be,Electronics,West,945.32,2024-10-15
91202a93,although,Clothing,East,982.85,2024-03-25
a42a21b9,pull,Groceries,East,129.13,2024-08-25
22ce8d73,establish,Furniture,East,922.27,2024-11-04
a986826d,radio,Furniture,East,44.66,2024-04-07
07fb1121,food,Clothing,East,447.29,2024-07-25
abeae23c,guy,Clothing,East,115.59,2024-03-14
fe65e940,different,Electronics,North,960.45,2024-02-20
d77c9a6c,conference,Furniture,East,402.22,2024-07-10
b8b8dc48,way,Clothing,West,288.27,2024-01-27
85773aa4,gas,Clothing,East,855.35,2024-07-09
b9e59115,find,Clothing,West,882.57,2024-09-28
8fbbbdfb,enjoy,Clothing,East,93.86,2024-09-16
d079cdf8,raise,Groceries,East,946.67,2024-09-09
1423c7eb,by,Furniture,North,612.54,2024-10-02
eaa15cd5,provide,Groceries,South,586.32,2024-08-30
e351c339,last,Electronics,South,117.83,2024-01-03
76dc3a8a,generation,Clothing,North,560.11,2024-04-19
e5d3cf9d,avoid,Electronics,West,704.59,2024-01-22
9af5b1da,type,Clothing,North,784.41,2024-10-04
5fbe930e,central,Furniture,West,578.29,2024-04-03
405ec9c8,never,Groceries,East,532.44,2024-10-05
85f4e7d2,ever,Electronics,North,102.84,2024-06-08
80a929e6,win,Groceries,North,665.93,2024-06-07
a1f47ae1,hold,Electronics,South,502.88,2024-09-27
2b7ca216,move,Clothing,South,410.89,2024-04-27
0c9299c7,child,Furniture,West,556.27,2024-04-24
1343ddea,prepare,Books,East,863.39,2024-04-17
b18bc9f8,certain,Books,South,592.11,2024-06-11
8c3df086,office,Clothing,West,345.62,2024-01-29
44911fb2,method,Books,South,532.07,2024-11-10
23a0d14c,show,Books,South,452.73,2024-06-04
35b67d49,defense,Furniture,South,204.03,2024-09-30
9039fc2b,their,Books,East,714.86,2024-05-25
ea5e59fe,democratic,Groceries,West,566.99,2024-10-23
c3733e8a,must,Furniture,North,754.24,2024-08-20
bd522b37,decision,Groceries,East,135.8,2024-02-22
7bf0739b,provide,Groceries,West,773.25,2024-04-08
e6f53353,now,Furniture,South,894.71,2024-04-27
c61e613b,add,Furniture,West,878.16,2024-01-07
bc43b461,maybe,Electronics,South,137.73,2024-03-26
c77bdb87,seek,Books,East,690.88,2024-03-03
8006bb32,week,Electronics,North,358.55,2024-07-12
6382eb13,tree,Furniture,East,507.55,2024-01-30
3ef2daf4,space,Clothing,South,931.07,2024-06-01
bcca6319,able,Clothing,East,815.39,2024-02-18
1e95da45,garden,Clothing,South,123.04,2024-03-28
1cbee245,mind,Furniture,East,105.52,2024-08-09
32e981be,focus,Furniture,South,583.25,2024-02-06
e6bac061,clearly,Electronics,South,145.57,2024-05-10
f4a10b09,investment,Groceries,South,868.94,2024-05-03
ec41c0cb,walk,Electronics,North,780.32,2024-09-23
cfb05a60,reason,Groceries,North,129.45,2024-03-10
31bfa9bc,sport,Books,West,85.65,2024-04-24
9d3644cf,organization,Clothing,East,768.91,2024-03-01
a1214847,pick,Books,East,111.19,2024-11-10
7ea7c58b,suddenly,Books,South,229.82,2024-04-23
e2e42d36,role,Electronics,North,357.37,2024-09-25
48a44038,they,Clothing,East,505.28,2024-10-04
172daf79,employee,Books,East,382.48,2024-08-07
404c4e88,same,Groceries,South,362.25,2024-03-05
6e754377,hotel,Books,South,727.51,2024-05-07
033cacf9,agency,Groceries,East,363.33,2024-11-06
944e6df7,cell,Furniture,North,848.17,2024-09-15
cbb3c42d,activity,Books,North,961.18,2024-09-15
b8f564f0,improve,Groceries,West,963.5,2024-09-03
a7eaec58,health,Groceries,South,215.09,2024-03-07
c78ec152,sometimes,Clothing,South,288.9,2024-05-23
4943331a,meeting,Clothing,North,422.91,2024-07-15
75e1ff92,paper,Furniture,East,279.75,2024-09-19
7d3cc784,toward,Books,South,164.78,2024-07-30
05ed5f39,should,Clothing,North,436.76,2024-01-17
16ca3f31,science,Furniture,East,692.78,2024-10-05
b552888d,accept,Clothing,South,225.31,2024-08-03
0514be7f,crime,Books,West,978.54,2024-03-07
1d9dd7b6,person,Books,North,771.38,2024-10-17
0967f4c8,difference,Books,East,559.8,2024-02-13
4f5cacae,show,Books,South,519.13,2024-05-05
d6c82399,across,Clothing,East,382.55,2024-10-06
209de2a8,coach,Electronics,South,85.81,2024-07-29
c9a3900d,rule,Clothing,South,653.06,2024-09-04
bdf4a3cd,avoid,Furniture,South,844.41,2024-01-29
f923ae98,shoulder,Clothing,North,688.12,2024-05-20
b79970c1,body,Books,North,662.17,2024-08-19
fab41e0d,work,Books,South,396.08,2024-02-22
dbb784b2,degree,Clothing,East,371.14,2024-03-07
2cb02aeb,down,Electronics,West,804.81,2024-06-15
7e5e598b,performance,Groceries,South,567.75,2024-04-24
bcedff50,door,Groceries,South,706.7,2024-08-10
7f08f8ea,hold,Groceries,South,197.21,2024-03-15
9de2f254,assume,Furniture,West,103.31,2024-02-26
31d67ecc,someone,Groceries,West,989.18,2024-05-18
41fb2a83,drive,Groceries,North,883.24,2024-02-12
4d36ce5b,catch,Electronics,East,125.92,2024-07-11
ada246d3,realize,Books,West,569.38,2024-03-20
6a5f2ab4,these,Groceries,North,869.57,2024-02-08
f5b403cd,way,Electronics,South,126.79,2024-01-21
da85f716,garden,Books,East,82.61,2024-06-03
c85d73df,detail,Books,East,626.62,2024-10-09
f7c2c4a5,face,Electronics,South,662.44,2024-06-03
acbd39de,present,Books,North,169.02,2024-02-08
45d38eb4,cost,Books,South,627.84,2024-01-08
f69daefa,field,Clothing,North,56.46,2024-09-17
dfddcce3,school,Clothing,East,850.04,2024-04-16
3135d1c7,capital,Furniture,West,105.3,2024-09-10
edb43184,in,Clothing,South,914.2,2024-03-29
5199c820,hand,Groceries,West,405.53,2024-05-21
276f6af6,third,Groceries,West,877.67,2024-04-02
1892afb4,film,Groceries,North,547.33,2024-09-17
e5fd4c9c,model,Furniture,East,575.43,2024-07-10
2f9a50c4,per,Groceries,East,321.91,2024-03-26
b2bdef15,painting,Clothing,West,116.98,2024-05-01
d67a9a81,manager,Clothing,West,861.29,2024-08-31
4438fbb4,contain,Clothing,East,389.75,2024-05-22
d0983787,provide,Furniture,East,131.34,2024-06-29
4bf0f431,money,Furniture,South,396.12,2024-09-02
ad045c5d,there,Groceries,North,913.26,2024-02-20
d9a5f5b5,natural,Groceries,West,513.88,2024-09-14
46ad223b,recently,Clothing,North,142.46,2024-09-28
6a870e7c,care,Groceries,South,481.75,2024-03-18
91719122,assume,Books,West,528.89,2024-10-07
af91f560,trouble,Books,West,29.97,2024-08-25
73536b3a,east,Furniture,North,251.16,2024-08-07
e3ae356c,must,Books,South,775.31,2024-02-16
081a90f2,film,Groceries,North,524.09,2024-07-06
251d583d,bad,Clothing,West,296.11,2024-03-19
574539da,husband,Clothing,South,591.84,2024-04-21
99160788,factor,Electronics,West,661.3,2024-09-27
ae396ba0,family,Groceries,East,584.51,2024-08-18
7ee2b9dc,sell,Groceries,North,625.54,2024-10-07
b49b1a56,road,Clothing,West,242.56,2024-01-26
ecc3c9fc,car,Electronics,West,380.69,2024-08-22
5e861fa2,certain,Clothing,West,146.99,2024-05-21
8d6da18b,service,Furniture,North,661.4,2024-10-25
9233e43d,better,Groceries,East,910.32,2024-09-25
033b60b1,street,Furniture,South,61.86,2024-02-16
0ef51c87,return,Electronics,West,170.81,2024-04-29
a271e908,religious,Electronics,East,839.03,2024-10-18
0a8f1550,reflect,Books,West,252.36,2024-05-21
9ba0322e,focus,Books,East,182.27,2024-05-30
7a8906a7,then,Groceries,South,272.06,2024-09-28
6702b723,face,Clothing,West,907.96,2024-04-07
132d8cf1,stop,Electronics,North,946.37,2024-05-10
4dc62aab,suffer,Furniture,East,790.27,2024-05-01
4f1de3ce,no,Electronics,North,29.84,2024-11-10
c453f395,memory,Groceries,South,427.79,2024-09-25
cbd519e4,exist,Books,South,731.46,2024-03-01
6fcb8601,couple,Clothing,South,218.75,2024-02-08
dc9b6697,article,Groceries,South,352.14,2024-08-11
e8822bbb,front,Books,North,928.48,2024-09-14
0c6479dc,almost,Books,West,45.8,2024-06-29
4c4d4853,nature,Groceries,East,742.83,2024-03-16
afe5985c,early,Furniture,South,32.71,2024-10-10
8d4e0f74,after,Electronics,North,662.71,2024-08-23
29ef954e,these,Clothing,West,932.83,2024-08-23
cfd26530,future,Electronics,North,567.6,2024-01-01
54762a45,American,Electronics,North,342.35,2024-10-15
1591c1f6,evidence,Clothing,West,160.25,2024-10-11
9b9592f4,property,Furniture,East,510.11,2024-06-02
9a39a6ad,remain,Groceries,North,328.63,2024-02-15
a64923da,employee,Groceries,South,479.29,2024-09-07
0274f7f3,full,Electronics,North,433.49,2024-07-29
5203fa3a,hospital,Books,North,17.06,2024-02-26
b6fe346b,dark,Furniture,East,21.28,2024-04-06
193e2db4,lot,Electronics,West,472.06,2024-09-27
6dd0d06b,course,Books,North,380.89,2024-09-21
18be611e,sea,Furniture,West,79.4,2024-04-02
d381ba4e,thing,Clothing,East,639.68,2024-10-31
2ddad0fe,lot,Electronics,West,308.86,2024-05-17
3e66984b,west,Furniture,East,61.97,2024-07-27
8d5eac83,although,Books,South,978.3,2024-05-10
94ff02b2,do,Groceries,South,408.57,2024-02-13
f0ec8ef0,difference,Groceries,North,229.34,2024-08-01
4e3be148,American,Furniture,East,723.76,2024-02-15
6d7a84ad,day,Furniture,South,951.59,2024-01-07
fb954e40,knowledge,Furniture,West,648.83,2024-04-23
cf890e63,defense,Books,North,878.86,2024-02-23
e1bfaf16,wife,Books,East,451.41,2024-10-13
21c8b2c2,theory,Books,South,658.6,2024-03-02
59825712,begin,Groceries,West,875.43,2024-01-31
8a3cebe3,theory,Furniture,East,619.44,2024-04-02
80ebc25a,forward,Electronics,North,273.34,2024-03-01
3801868a,approach,Books,West,349.24,2024-07-17
9bd99421,need,Groceries,North,933.32,2024-02-10
5b2ed683,product,Clothing,North,322.84,2024-11-16
f9ac3d4f,their,Books,South,296.63,2024-02-11
eca7ba86,eat,Groceries,South,47.43,2024-01-31
cdb524c9,high,Books,South,441.05,2024-06-07
4274d2cd,throw,Books,West,477.66,2024-01-13
ecb2b380,begin,Furniture,East,726.96,2024-08-15
924a4467,research,Clothing,East,325.99,2024-01-20
e79f5e94,test,Groceries,North,679.28,2024-08-13
147cce17,guess,Furniture,North,23.22,2024-03-12
9ed52e15,again,Books,North,556.77,2024-07-09
e08b85c1,political,Groceries,South,190.1,2024-08-28
a7377164,later,Books,South,29.43,2024-03-08
5c62fa1f,lawyer,Groceries,North,891.78,2024-04-25
80be065e,sound,Books,North,919.4,2024-10-03
09feb8d6,off,Groceries,West,467.61,2024-09-16
bf979b67,lay,Clothing,South,356.43,2024-09-03
ebeb3b0f,blue,Furniture,East,381.96,2024-11-08
21525eee,activity,Groceries,South,753.89,2024-10-11
c76b7a3a,remember,Clothing,South,281.92,2024-03-26
192daf21,ahead,Electronics,East,428.47,2024-06-16
8e43605e,deal,Books,South,759.72,2024-02-21
a424ee11,day,Clothing,East,706.38,2024-03-12
cc873622,pull,Clothing,North,995.18,2024-05-21
9418e1c1,old,Clothing,North,678.38,2024-08-06
986353be,yes,Clothing,East,662.93,2024-05-19
2dc6d405,century,Clothing,North,798.25,2024-04-14
481f17df,east,Clothing,South,641.56,2024-01-10
533e64cb,increase,Clothing,South,522.89,2024-06-22
13ef2027,sea,Clothing,East,973.99,2024-07-20
87a63874,account,Clothing,North,758.52,2024-09-19
c2698682,customer,Clothing,East,480.31,2024-05-11
a475770f,war,Furniture,East,826.48,2024-04-18
910a5424,any,Furniture,East,603.76,2024-05-06
51a72872,would,Electronics,South,601.05,2024-03-02
acb2f985,politics,Electronics,West,930.88,2024-05-28
5579c2ad,remain,Groceries,South,51.49,2024-06-25
537fb776,pretty,Clothing,West,862.21,2024-01-26
703cb086,show,Furniture,South,983.49,2024-07-07
ef48736b,without,Clothing,West,931.92,2024-06-27
e67cd78e,certain,Groceries,East,137.25,2024-06-03
928ddde6,hair,Groceries,West,911.99,2024-02-17
5ad401fc,when,Books,East,267.31,2024-08-13
30857978,budget,Books,North,484.93,2024-01-26
0897946e,interest,Books,North,627.53,2024-09-26
eca7b82e,exist,Groceries,South,408.92,2024-10-17
f0066e2f,rest,Groceries,West,899.2,2024-06-22
71444d67,avoid,Books,South,233.25,2024-01-24
0634cc69,write,Furniture,South,415.65,2024-01-19
a0cc3bca,no,Books,East,271.35,2024-03-15
f2cf744b,road,Books,East,930.4,2024-06-17
5b6d7539,any,Groceries,West,832.68,2024-04-11
b1ad060b,pick,Books,West,782.89,2024-06-16
5e0d9971,peace,Groceries,West,49.59,2024-07-17
97864f50,plan,Electronics,South,223.62,2024-04-18
7afc87d0,after,Books,South,244.88,2024-08-04
e99b45aa,address,Books,South,873.18,2024-08-25
0213a108,next,Furniture,South,485,2024-05-24
239c4f72,technology,Books,North,690.1,2024-05-02
e6938fa5,share,Electronics,West,836.89,2024-06-23
034f39e6,these,Books,South,819.59,2024-04-01
23e790bb,defense,Electronics,West,714.07,2024-05-07
f1ca1717,lose,Electronics,North,126.33,2024-02-01
70b1c42d,charge,Groceries,East,761.66,2024-09-01
2a624387,guess,Electronics,North,788.52,2024-10-14
64f24d35,company,Books,North,813.96,2024-10-26
6d9c6e4a,box,Groceries,North,972.81,2024-06-10
fa6c09bc,citizen,Furniture,North,316.69,2024-02-08
1f0d5915,section,Groceries,South,360.44,2024-07-03
b50938f9,turn,Furniture,South,16.29,2024-11-07
c8337c3b,interest,Electronics,West,520.38,2024-05-15
ea33791f,cover,Electronics,West,880.89,2024-11-06
67eb5a12,international,Groceries,North,488.5,2024-01-18
ef3a2002,crime,Furniture,South,473.15,2024-07-22
7acb6697,amount,Books,West,850.55,2024-06-10
329e7533,item,Furniture,South,519.37,2024-11-15
4c16f7c5,spring,Groceries,East,406.56,2024-08-26
8b02354b,consumer,Furniture,East,406.68,2024-09-21
55980a5d,section,Clothing,North,962.95,2024-06-11
fd53eac9,company,Clothing,South,63.89,2024-05-06
b39c9331,age,Electronics,North,65.72,2024-07-12
eb895d7c,source,Groceries,West,276.35,2024-10-01
da2ad960,chance,Clothing,East,300.43,2024-01-03
06595c3b,degree,Electronics,North,354.7,2024-08-28
bb801696,break,Furniture,East,54.12,2024-04-23
602f17bc,across,Books,South,404.66,2024-10-18
27256d88,contain,Books,South,547.88,2024-04-21
e33aa866,expect,Clothing,North,34.72,2024-11-14
4cf17e95,film,Electronics,South,638.99,2024-09-11
9ce4f656,people,Groceries,North,365.02,2024-03-17
4d54a2da,itself,Books,North,360.83,2024-04-02
6ef2d0a9,much,Groceries,South,393.79,2024-05-19
45a4aac2,choice,Clothing,East,583.4,2024-02-06
2c0590bc,relate,Clothing,South,104.95,2024-02-08
d0db2799,center,Furniture,West,326.28,2024-05-16
196eb4b5,happy,Groceries,East,100.15,2024-09-15
a0b3b181,defense,Furniture,East,99.25,2024-10-12
8b20305c,factor,Furniture,East,432.1,2024-05-11
c0d6050f,go,Books,East,506.13,2024-10-18
6755ff9e,time,Books,North,160.17,2024-10-31
9de0298a,few,Electronics,West,796.81,2024-04-01
065fc1af,Congress,Books,South,238.64,2024-07-17
8fd33c4b,like,Furniture,North,356.63,2024-01-01
1ae8658c,type,Books,West,950.48,2024-02-19
193b6511,record,Electronics,East,372.41,2024-08-08
09dbb0ea,person,Clothing,West,849.97,2024-04-09
b6e6bd68,fast,Groceries,West,639.35,2024-05-28
946a0aa1,turn,Furniture,West,104.56,2024-07-30
fb42bb13,develop,Clothing,East,513.93,2024-08-06
133c80d4,agreement,Books,East,364.17,2024-08-06
364fcefb,job,Groceries,South,263.1,2024-07-26
fd1dc059,during,Groceries,North,826.81,2024-07-13
d52d9747,agent,Books,West,691.57,2024-03-25
b3051cf0,provide,Electronics,West,877.96,2024-01-01
d84eef1e,machine,Clothing,North,540.75,2024-05-14
a0d7d505,cover,Furniture,East,171.07,2024-08-07
5b874477,space,Books,South,89.07,2024-09-27
744e7dee,visit,Books,North,295.63,2024-01-24
06e4a2b3,population,Electronics,East,958.23,2024-03-31
6c195adb,order,Books,South,803.64,2024-11-04
954411c7,enjoy,Groceries,South,122.07,2024-06-18
25537f91,him,Electronics,East,106.1,2024-10-06
710006f8,ground,Electronics,North,974.58,2024-01-20
a904d5e7,interest,Furniture,South,899.87,2024-02-16
eb121afb,age,Books,West,920.55,2024-11-15
b4897aed,hear,Groceries,South,867.37,2024-09-01
1678c882,seven,Furniture,South,985.15,2024-06-12
3af65ca0,price,Books,East,623.51,2024-05-16
bebb6985,form,Furniture,North,36.45,2024-03-04
ec158b31,design,Electronics,North,543.03,2024-07-24
ecff2bf1,present,Furniture,West,329.83,2024-01-28
559cf779,true,Clothing,West,637.27,2024-01-20
c4ad0e95,weight,Electronics,West,259.21,2024-06-14
86ca2e45,talk,Electronics,East,475.13,2024-11-09
65f90b83,view,Furniture,North,485.04,2024-05-02
96b2810c,focus,Electronics,East,611.29,2024-03-13
11af25ae,reality,Clothing,West,213.02,2024-07-20
2cb05831,fear,Clothing,North,197.14,2024-09-05
25170c2e,first,Electronics,East,674.78,2024-05-08
2ba0eb9d,analysis,Electronics,West,536.48,2024-10-18
35c06211,take,Electronics,North,299.78,2024-02-02
23491c4a,ok,Groceries,North,859.46,2024-03-22
2350c833,air,Furniture,North,216.47,2024-10-11
d5a74ac7,attack,Electronics,South,666.53,2024-07-04
412b8fb5,way,Books,East,451.16,2024-09-11
64c910b2,quite,Electronics,West,850.86,2024-02-18
8e37af33,make,Electronics,North,844.23,2024-02-14
0b117ee8,interview,Furniture,North,953.28,2024-01-30
d4f00f0e,same,Electronics,West,170.85,2024-08-28
7b28f8e3,bad,Books,North,488.11,2024-06-07
102386b4,never,Books,North,266.23,2024-07-18
fca6598d,off,Furniture,West,237.1,2024-04-02
879eaa4d,whose,Books,West,361.9,2024-03-14
cf5ef45d,sister,Electronics,East,184.94,2024-09-17
2006d1a0,personal,Groceries,South,556.77,2024-08-01
e2ead50c,example,Electronics,East,882.24,2024-09-25
6ac6053d,tend,Groceries,North,298.19,2024-10-24
f0d4c6c1,gun,Groceries,South,18.68,2024-03-24
af07cdd8,investment,Books,North,194.39,2024-05-07
a4301730,animal,Books,West,998.01,2024-02-12
199175e3,live,Electronics,South,81.49,2024-05-06
36f366a8,need,Groceries,West,319.49,2024-02-28
c63771c1,explain,Books,West,491.32,2024-06-02
50d068de,listen,Furniture,North,606.55,2024-07-31
625a3949,gun,Furniture,North,948.9,2024-06-09
b96fa8c1,notice,Groceries,South,61.97,2024-02-05
a2bb761b,boy,Clothing,South,599.96,2024-01-13
67ea4540,under,Furniture,East,36.23,2024-05-04
e754c1c5,TV,Groceries,West,923.38,2024-10-02
d7c4526b,around,Groceries,East,167.78,2024-03-10
a1e14d31,TV,Books,South,255.44,2024-11-04
8e24b036,responsibility,Furniture,South,984.72,2024-10-24
cf0d7002,join,Electronics,West,796.27,2024-10-15
970022ce,region,Groceries,South,277.31,2024-08-05
c0f284d9,drop,Electronics,East,503.72,2024-10-05
a0f3f96b,organization,Furniture,West,566.83,2024-05-30
c0f31f53,road,Groceries,East,662.08,2024-07-04
7aa187b6,trial,Electronics,West,690.37,2024-10-10
3aa18075,goal,Clothing,East,391.11,2024-02-08
d301f02b,recent,Furniture,North,914,2024-04-08
727fb79d,western,Furniture,West,991.53,2024-02-16
31feee9c,responsibility,Electronics,North,61.97,2024-09-07
a01a7198,possible,Clothing,South,271.93,2024-08-14
06f97359,decade,Clothing,North,797.57,2024-05-24
1778d13c,man,Furniture,East,179.9,2024-08-07
c07b3226,talk,Clothing,South,923.06,2024-03-06
14a2ee59,car,Groceries,West,365.31,2024-01-10
8ddb4730,box,Clothing,West,933.87,2024-03-30
081bcc6a,commercial,Books,South,370.73,2024-10-21
9630da3c,fill,Groceries,West,66.93,2024-07-26
2c0bc5c6,foot,Furniture,South,801.63,2024-02-29
42ba2809,most,Electronics,East,89.3,2024-05-06
b4662288,door,Electronics,North,234.1,2024-08-12
65656cd6,word,Groceries,West,763.3,2024-10-16
ff63facf,sister,Groceries,North,241.77,2024-08-01
d9a13e81,show,Electronics,East,426.48,2024-10-02
531df467,suffer,Furniture,South,525.37,2024-07-23
b651d3ba,series,Clothing,North,368.8,2024-07-31
264e8d3a,trouble,Furniture,East,666.51,2024-09-01
ef547d6c,father,Electronics,North,862.52,2024-10-16
536257da,top,Books,West,821.47,2024-03-22
0177b02d,rate,Furniture,East,243.8,2024-11-16
650a7f24,general,Groceries,West,94.17,2024-02-13
9690cd84,soon,Electronics,South,113.2,2024-08-26
3f3ac0aa,prevent,Books,West,323.55,2024-11-02
bb6896af,help,Electronics,North,351.53,2024-01-02
4653d5a8,sister,Books,South,251.39,2024-08-11
44d964e4,quickly,Books,North,858.04,2024-08-12
c3fd094a,effort,Clothing,North,537.06,2024-09-24
1d87301b,executive,Groceries,East,177.48,2024-02-13
c9ffaece,detail,Books,West,867.21,2024-06-15
cecac033,can,Clothing,North,584.03,2024-07-18
58afcb2c,car,Electronics,South,802.68,2024-09-16
9c3e01ae,imagine,Books,South,812.64,2024-04-25
53da7c04,marriage,Clothing,South,882.1,2024-06-05
380c0025,necessary,Groceries,West,589.01,2024-01-19
2e434e7f,away,Books,South,265.03,2024-02-17
50bc85d1,move,Electronics,East,554.92,2024-02-22
34fd8f52,effect,Clothing,West,11.05,2024-06-09
59328721,gas,Groceries,North,570.62,2024-03-21
f3ff4759,understand,Clothing,West,775.45,2024-06-04
62dfb883,game,Furniture,North,131.76,2024-06-24
50e09aeb,difficult,Furniture,East,866.13,2024-02-26
70e684dc,age,Groceries,South,712.86,2024-08-11
b6a32f56,week,Groceries,North,510.29,2024-07-21
83d60e1f,look,Groceries,South,677.64,2024-05-17
c6124371,nice,Books,North,345.88,2024-03-26
8637fb11,we,Clothing,South,14.91,2024-02-26
